gen,beta,x,y,abund,muFit,sigmaFit,muDisp,sigmaDisp
44,0,0,10,108,0.047764181956768,0.159772439245526,-100,0
44,0,0,7,84,0.0485267220574662,0.162315710535199,-100,0
44,0,0,1,95,0.0464555748834402,0.193966426890013,-100,0
44,0,0,9,95,0.057531659889608,0.156423630815928,-100,0
44,0,0,8,122,0.0425036264744499,0.161555251027911,-100,0
44,0,0,6,104,0.0427223699903442,0.162069239957162,-100,0
44,0,0,2,90,0.0472000410882866,0.146667549010553,-100,0
44,0,0,3,108,0.0501505163984795,0.198242575513718,-100,0
45,0,0,4,105,0.0397549044604568,0.140612001538034,-100,0
45,0,0,5,98,0.0521095438176993,0.165806811247202,-100,0
45,0,0,10,96,0.0488590119528755,0.157679615064812,-100,0
45,0,0,7,109,0.0490252178864363,0.163843243846377,-100,0
45,0,0,1,105,0.0472992381478716,0.194273860724254,-100,0
45,0,0,9,99,0.057034154213222,0.158251017857827,-100,0
45,0,0,8,90,0.0445383082419636,0.16318918645434,-100,0
45,0,0,6,92,0.0433870248753673,0.162755388872563,-100,0
45,0,0,2,97,0.0473817628808294,0.14870270316838,-100,0
45,0,0,3,93,0.0499737288515661,0.192573995742329,-100,0
46,0,0,4,114,0.0400542219383439,0.140181932524019,-100,0
46,0,0,5,99,0.0520695834438313,0.164380250327768,-100,0
46,0,0,10,110,0.0485410506169966,0.165098879174642,-100,0
46,0,0,7,108,0.0485094066701484,0.166070791187323,-100,0
46,0,0,1,94,0.048015591222639,0.195116327258173,-100,0
46,0,0,9,104,0.0566248555167106,0.159761098716072,-100,0
46,0,0,8,91,0.0434867286844956,0.161302792706454,-100,0
46,0,0,6,109,0.0430087512302957,0.173837872093923,-100,0
46,0,0,2,91,0.0476045961052897,0.149808160598791,-100,0
46,0,0,3,86,0.0498380990131349,0.205371400884228,-100,0
47,0,0,4,86,0.0400593999560197,0.138361536625954,-100,0
47,0,0,5,94,0.051760884228748,0.158247273817018,-100,0
47,0,0,10,97,0.048790824248102,0.16678246401443,-100,0
47,0,0,7,106,0.0490313408429198,0.166741947929084,-100,0
47,0,0,1,105,0.0488521128587346,0.193935188304031,-100,0
47,0,0,9,101,0.056842966389844,0.160661791243285,-100,0
47,0,0,8,112,0.0436165079302976,0.160904888686402,-100,0
47,0,0,6,94,0.0438125571773167,0.183747910761488,-100,0
47,0,0,2,89,0.0476484575471681,0.150387313495483,-100,0
47,0,0,3,102,0.0512858615831933,0.203040722046111,-100,0
48,0,0,4,81,0.0386578997411929,0.135803674506308,-100,0
48,0,0,5,87,0.0518085043223,0.162433842709371,-100,0
48,0,0,10,93,0.0490818755417125,0.16379951153362,-100,0
48,0,0,7,98,0.049603553573965,0.163457136409648,-100,0
48,0,0,1,109,0.0492315912048819,0.193302834904512,-100,0
48,0,0,9,112,0.0575542028720108,0.162670182900128,-100,0
48,0,0,8,96,0.0432655721552062,0.16206368495298,-100,0
48,0,0,6,119,0.0434637443905134,0.181044669521342,-100,0
48,0,0,2,99,0.0477301448131578,0.149591694675393,-100,0
48,0,0,3,89,0.0524689746347465,0.197083000636504,-100,0
49,0,0,4,82,0.0388886829842288,0.131908982680584,-100,0
49,0,0,5,93,0.0514073212691795,0.167285388964677,-100,0
49,0,0,10,96,0.049384847183506,0.165640159451791,-100,0
49,0,0,7,96,0.0499169400618946,0.164734471858833,-100,0
49,0,0,1,101,0.0490028940925619,0.186857292452503,-100,0
49,0,0,9,86,0.0565408468077985,0.169410669187225,-100,0
49,0,0,8,98,0.0421096098657604,0.164141789664367,-100,0
49,0,0,6,93,0.0439710322069773,0.178478629323597,-100,0
49,0,0,2,109,0.0483262344816714,0.148964238357211,-100,0
49,0,0,3,89,0.0515316517393938,0.198990655861834,-100,0
50,0,0,4,97,0.0393544522207855,0.128761181348815,-100,0
50,0,0,5,81,0.0506147522154187,0.160983297157105,-100,0
50,0,0,10,99,0.0491539529618866,0.167842319171299,-100,0
50,0,0,7,108,0.0494973435471426,0.162188484093259,-100,0
50,0,0,1,89,0.0506125782763565,0.191612745516876,-100,0
50,0,0,9,101,0.0564991673717236,0.170652598926607,-100,0
50,0,0,8,91,0.0411390917279128,0.161253200545467,-100,0
50,0,0,6,98,0.0451272097665296,0.186439617828411,-100,0
50,0,0,2,103,0.0487228669097237,0.149184457728779,-100,0
50,0,0,3,105,0.0522384209913282,0.19342612182969,-100,0
51,0,0,4,95,0.0396542804169382,0.13305324888929,-100,0
51,0,0,5,84,0.0532091060484149,0.169519717265939,-100,0
51,0,0,10,111,0.0476884475102586,0.178597502262165,-100,0
51,0,0,7,103,0.0502425987744562,0.164334147620399,-100,0
51,0,0,1,92,0.0508773426287785,0.198525960862499,-100,0
51,0,0,9,102,0.0551548367821065,0.181121323916566,-100,0
51,0,0,8,89,0.0398072991211037,0.163254046467602,-100,0
51,0,0,6,85,0.0440541671170781,0.186984162581689,-100,0
51,0,0,2,98,0.0489796664541114,0.14910191562848,-100,0
51,0,0,3,107,0.0530494819895128,0.199406927265759,-100,0
52,0,0,4,116,0.0391228542605137,0.138695356887051,-100,0
52,0,0,5,98,0.0537086668578049,0.171926282796772,-100,0
52,0,0,10,98,0.0479507419743193,0.176893698763169,-100,0
52,0,0,7,99,0.0493598050784002,0.165335304783049,-100,0
52,0,0,1,89,0.0533115494566302,0.222105112426972,-100,0
52,0,0,9,118,0.054992743819099,0.18256524415159,-100,0
52,0,0,8,94,0.0398023421428436,0.163737230291604,-100,0
52,0,0,6,102,0.0431206011244042,0.195106111773792,-100,0
52,0,0,2,112,0.0502731038602626,0.156617043327487,-100,0
52,0,0,3,95,0.0525866783524016,0.200404858361499,-100,0
53,0,0,4,103,0.0391140269633699,0.129571763508016,-100,0
53,0,0,5,100,0.0540558009310678,0.159684859207705,-100,0
53,0,0,10,88,0.0464571045861726,0.169461882392903,-100,0
53,0,0,7,89,0.0499879796238769,0.166421258462108,-100,0
53,0,0,1,106,0.0526755382762862,0.223767738186558,-100,0
53,0,0,9,121,0.0554247991488141,0.181454875710717,-100,0
53,0,0,8,76,0.0401671479003688,0.163490799264284,-100,0
53,0,0,6,107,0.0423664776347814,0.197079246840559,-100,0
53,0,0,2,86,0.050699560166578,0.1588567002816,-100,0
53,0,0,3,122,0.0517782648961281,0.205133293845838,-100,0
54,0,0,4,115,0.0383222762171148,0.132722515753351,-100,0
54,0,0,5,108,0.0525308576564021,0.162825728395717,-100,0
54,0,0,10,99,0.0472517161105468,0.170384617714291,-100,0
54,0,0,7,107,0.0490995019228583,0.170471459274461,-100,0
54,0,0,1,100,0.0525522973667007,0.221370635437335,-100,0
54,0,0,9,82,0.0550129387502671,0.182511195324929,-100,0
54,0,0,8,92,0.040023290723544,0.163660480009165,-100,0
54,0,0,6,103,0.0427723288367171,0.199270156137777,-100,0
54,0,0,2,106,0.0507875477170021,0.149721616746908,-100,0
54,0,0,3,96,0.0497946115772447,0.203953950499097,-100,0
55,0,0,4,116,0.0379838268201196,0.132924074926864,-100,0
55,0,0,5,90,0.0526071945564979,0.16503403268955,-100,0
55,0,0,10,88,0.0461979301244535,0.164462908601785,-100,0
55,0,0,7,113,0.0470975114201395,0.176862059180379,-100,0
55,0,0,1,86,0.0537862849014417,0.22496909686212,-100,0
55,0,0,9,91,0.0541925939240952,0.187031535324027,-100,0
55,0,0,8,88,0.0419497582876051,0.16707321576963,-100,0
55,0,0,6,95,0.0435720851091344,0.193997783016943,-100,0
55,0,0,2,102,0.0511448480909903,0.151752891810743,-100,0
55,0,0,3,102,0.05102831482381,0.199311593987771,-100,0
56,0,0,4,106,0.0380784092745716,0.127948781389687,-100,0
56,0,0,5,97,0.053043267651012,0.17415093561155,-100,0
56,0,0,10,115,0.0463996697505051,0.161954730338473,-100,0
56,0,0,7,105,0.0462705537277092,0.170535751530669,-100,0
56,0,0,1,100,0.0551216025323399,0.23222875850119,-100,0
56,0,0,9,88,0.0542565178525624,0.19086084800977,-100,0
56,0,0,8,88,0.0410393484001973,0.168656905425333,-100,0
56,0,0,6,112,0.044126122968635,0.195710034014359,-100,0
56,0,0,2,97,0.0503415637328638,0.153706229083605,-100,0
56,0,0,3,96,0.0501765675767194,0.195140412961758,-100,0
57,0,0,4,77,0.038424179755807,0.126520688738003,-100,0
57,0,0,5,107,0.052244844204577,0.174862797574848,-100,0
57,0,0,10,90,0.0469657719424652,0.164108228430432,-100,0
57,0,0,7,109,0.0469357632010733,0.164380822285797,-100,0
57,0,0,1,93,0.0577213779904253,0.245515332490567,-100,0
57,0,0,9,93,0.0534576858815967,0.194094752677698,-100,0
57,0,0,8,86,0.0404655453286036,0.160428899477114,-100,0
57,0,0,6,103,0.0457248191611402,0.19291973098992,-100,0
57,0,0,2,101,0.0509490058676832,0.158084919339608,-100,0
57,0,0,3,107,0.0482143112548151,0.203741681056535,-100,0
58,0,0,4,95,0.0386819634816626,0.132517931859789,-100,0
58,0,0,5,80,0.052991655989239,0.17735557251243,-100,0
58,0,0,10,93,0.0481101348640434,0.161163931519183,-100,0
58,0,0,7,103,0.0459905946346465,0.16744910740241,-100,0
58,0,0,1,117,0.0572484475892134,0.240881035248373,-100,0
58,0,0,9,80,0.0543282885778951,0.192371367939731,-100,0
58,0,0,8,102,0.0400725661936367,0.162642540872209,-100,0
58,0,0,6,97,0.0447574918851384,0.201381987307157,-100,0
58,0,0,2,126,0.0511086749294848,0.158001502550484,-100,0
58,0,0,3,91,0.0504818903778109,0.189168768855718,-100,0
59,0,0,4,88,0.0382853462567892,0.127064483678765,-100,0
59,0,0,5,95,0.0533312359598251,0.178938244974946,-100,0
59,0,0,10,77,0.0480425971603953,0.158957281888948,-100,0
59,0,0,7,97,0.0469822356443871,0.168301038760432,-100,0
59,0,0,1,109,0.0592294315381999,0.251634679398861,-100,0
59,0,0,9,104,0.0535069972602635,0.197558331922776,-100,0
59,0,0,8,115,0.0410726558074646,0.167649458845676,-100,0
59,0,0,6,125,0.0447110724831196,0.189201063011004,-100,0
59,0,0,2,97,0.0490673657049395,0.155609495052615,-100,0
59,0,0,3,102,0.0510391071114389,0.181815954409135,-100,0
60,0,0,4,104,0.0383532947181255,0.127634491852966,-100,0
60,0,0,5,98,0.0531025880738177,0.18074572529992,-100,0
60,0,0,10,110,0.0484902444487843,0.163501149455292,-100,0
60,0,0,7,92,0.0468063033845857,0.164801830712451,-100,0
60,0,0,1,98,0.059322617236016,0.252218937982374,-100,0
60,0,0,9,94,0.0527508317191481,0.198777730179973,-100,0
60,0,0,8,99,0.0400637794986062,0.163197800386879,-100,0
60,0,0,6,94,0.0449763896479064,0.188551264127425,-100,0
60,0,0,2,97,0.0475227930152374,0.155950031266326,-100,0
60,0,0,3,100,0.0515044498640367,0.178279585698454,-100,0
61,0,0,4,95,0.0392780399404555,0.13658871006533,-100,0
61,0,0,5,115,0.0525510630693668,0.19029672152247,-100,0
61,0,0,10,91,0.0481697165628386,0.162586905668328,-100,0
61,0,0,7,101,0.0474342149896951,0.168655419857079,-100,0
61,0,0,1,94,0.0596270139853473,0.254418996020651,-100,0
61,0,0,9,116,0.0530226775101322,0.199307578792718,-100,0
61,0,0,8,99,0.0427770262914524,0.176588529808341,-100,0
61,0,0,6,103,0.0451479645765698,0.189714390139054,-100,0
61,0,0,2,115,0.0481176517377365,0.162620617309127,-100,0
61,0,0,3,102,0.0522233195484965,0.17626334486795,-100,0
62,0,0,4,96,0.0387211852460832,0.152718289148494,-100,0
62,0,0,5,104,0.0523624035349325,0.193450185002597,-100,0
62,0,0,10,100,0.0467834239217932,0.171426234409065,-100,0
62,0,0,7,129,0.0482641017779324,0.17047375303913,-100,0
62,0,0,1,104,0.057884081330672,0.244172441362852,-100,0
62,0,0,9,101,0.0534689745640259,0.19720834933179,-100,0
62,0,0,8,107,0.0429620555514362,0.180849565977258,-100,0
62,0,0,6,90,0.0449135369060193,0.190322126560525,-100,0
62,0,0,2,100,0.0479575496093869,0.159244541100757,-100,0
62,0,0,3,110,0.0541559573136114,0.174970248769428,-100,0
63,0,0,4,101,0.0384916293679945,0.15259571710047,-100,0
63,0,0,5,86,0.0533548296939224,0.191141662097865,-100,0
63,0,0,10,103,0.0477488250815756,0.176023395346787,-100,0
63,0,0,7,97,0.0465393097157094,0.172441015361419,-100,0
63,0,0,1,103,0.0576225058152641,0.245780169518373,-100,0
63,0,0,9,110,0.0536364895676832,0.194308927158822,-100,0
63,0,0,8,98,0.0429230694390051,0.178821086239707,-100,0
63,0,0,6,95,0.0443065566356017,0.198789702539714,-100,0
63,0,0,2,95,0.0466235617625294,0.158429343988593,-100,0
63,0,0,3,99,0.0552947609897536,0.169872365285049,-100,0
64,0,0,4,107,0.0390004745760237,0.146695331975549,-100,0
64,0,0,5,102,0.0530488892690258,0.186464252050902,-100,0
64,0,0,10,98,0.0468463474826677,0.187774765858047,-100,0
64,0,0,7,118,0.0483682123047085,0.168210806494639,-100,0
64,0,0,1,117,0.0545177550352193,0.236548170447092,-100,0
64,0,0,9,106,0.0530903225975856,0.190003960044602,-100,0
64,0,0,8,86,0.0426264731547052,0.174604283139762,-100,0
64,0,0,6,89,0.044000096333146,0.200777122239855,-100,0
64,0,0,2,97,0.0453564503844601,0.153958650057006,-100,0
64,0,0,3,103,0.0562733943278797,0.172659050073494,-100,0
65,0,0,4,101,0.0397989054681332,0.141815105409396,-100,0
65,0,0,5,108,0.053494015748919,0.185887910513051,-100,0
65,0,0,10,114,0.0477867019420694,0.181048119832146,-100,0
65,0,0,7,100,0.0475473457673773,0.168712491447103,-100,0
65,0,0,1,86,0.0531087328150137,0.234354827583244,-100,0
65,0,0,9,102,0.0522296482898394,0.194900403449012,-100,0
65,0,0,8,98,0.0431107310483102,0.179381211262414,-100,0
65,0,0,6,103,0.0432499438661365,0.204782460831145,-100,0
65,0,0,2,90,0.0445435374327313,0.155714004958093,-100,0
65,0,0,3,97,0.0553224828493604,0.17067318047609,-100,0
66,0,0,4,90,0.0401048454547028,0.156622567322617,-100,0
66,0,0,5,88,0.0529675945819791,0.184345982064911,-100,0
66,0,0,10,97,0.0481467154623849,0.187718153801528,-100,0
66,0,0,7,99,0.0464053591228917,0.171124075398172,-100,0
66,0,0,1,84,0.0554463203293843,0.245413570129533,-100,0
66,0,0,9,103,0.0507806781478505,0.199602568380579,-100,0
66,0,0,8,99,0.042871627217042,0.189292167025456,-100,0
66,0,0,6,110,0.0419701800239063,0.209040719182618,-100,0
66,0,0,2,106,0.0433562414861724,0.163549294272911,-100,0
66,0,0,3,92,0.0554813253532786,0.165574423238508,-100,0
67,0,0,4,81,0.0404345209227866,0.158014195127582,-100,0
67,0,0,5,101,0.053610804534396,0.183344415463703,-100,0
67,0,0,10,104,0.0488523695836083,0.183854817300735,-100,0
67,0,0,7,110,0.0464804924579923,0.173212097203314,-100,0
67,0,0,1,114,0.0571602680795312,0.251550567071039,-100,0
67,0,0,9,111,0.0497458546115309,0.210658109503575,-100,0
67,0,0,8,95,0.0435029788722126,0.192403083302167,-100,0
67,0,0,6,94,0.042695298665176,0.20596022045172,-100,0
67,0,0,2,96,0.0429185712310095,0.165205220301271,-100,0
67,0,0,3,100,0.0561402134323887,0.165574085915295,-100,0
68,0,0,4,95,0.0396142736208374,0.166178492916952,-100,0
68,0,0,5,91,0.0558260363856254,0.191333708742618,-100,0
68,0,0,10,95,0.0500659359506196,0.178983853644371,-100,0
68,0,0,7,101,0.0467682770981351,0.172212152441367,-100,0
68,0,0,1,103,0.0567238117184742,0.253602453425074,-100,0
68,0,0,9,105,0.0508839005074961,0.213578712864384,-100,0
68,0,0,8,101,0.0431220128520156,0.19239792961416,-100,0
68,0,0,6,98,0.0419864984484874,0.219066643676795,-100,0
68,0,0,2,123,0.0426981826973724,0.177005753150481,-100,0
68,0,0,3,104,0.0569646361760591,0.168252058003925,-100,0
69,0,0,4,82,0.0401794019784495,0.172610937435607,-100,0
69,0,0,5,87,0.0529026692090078,0.177513949421374,-100,0
69,0,0,10,93,0.0507262965811864,0.185821261194147,-100,0
69,0,0,7,98,0.0470056442315226,0.166521609581074,-100,0
69,0,0,1,80,0.0573098666148476,0.256777979996457,-100,0
69,0,0,9,97,0.0524060380844495,0.211148312441794,-100,0
69,0,0,8,108,0.0422302266685727,0.189561375185794,-100,0
69,0,0,6,93,0.0408453232771522,0.234165757190694,-100,0
69,0,0,2,98,0.0419731646250395,0.181648570171967,-100,0
69,0,0,3,93,0.0566880981997502,0.168355421091767,-100,0
70,0,0,4,79,0.0388458621870791,0.159711363911278,-100,0
70,0,0,5,91,0.0528421294144334,0.181770138347029,-100,0
70,0,0,10,104,0.0512640931994572,0.184158053298968,-100,0
70,0,0,7,96,0.0463505615852201,0.168345846256757,-100,0
70,0,0,1,105,0.0606127994652572,0.265421528160093,-100,0
70,0,0,9,128,0.0521433600124932,0.203009963937159,-100,0
70,0,0,8,102,0.0426613309528682,0.189085295160051,-100,0
70,0,0,6,103,0.0413779770838128,0.228528346419727,-100,0
70,0,0,2,105,0.0419041990809663,0.183123533131459,-100,0
70,0,0,3,96,0.0564711607277006,0.166605595010919,-100,0
71,0,0,4,93,0.0392375162420013,0.16460419253017,-100,0
71,0,0,5,111,0.0515765861739837,0.183592917678959,-100,0
71,0,0,10,80,0.0514476132485523,0.198958717834285,-100,0
71,0,0,7,113,0.0460586173573352,0.170113390403643,-100,0
71,0,0,1,107,0.0599707641407014,0.263228978753992,-100,0
71,0,0,9,97,0.0541751888712875,0.198487335673147,-100,0
71,0,0,8,87,0.0403041731225619,0.169624926084614,-100,0
71,0,0,6,100,0.041594884262057,0.230222261228366,-100,0
71,0,0,2,98,0.0411816153931777,0.185881364788446,-100,0
71,0,0,3,95,0.0560640091031987,0.164123358017475,-100,0
72,0,0,4,107,0.0399474736600853,0.168503094668066,-100,0
72,0,0,5,96,0.0521955153566157,0.187448167953883,-100,0
72,0,0,10,95,0.0529231525114913,0.195773966101147,-100,0
72,0,0,7,108,0.0463009365329408,0.165609953744485,-100,0
72,0,0,1,111,0.0574438408158776,0.257076072117404,-100,0
72,0,0,9,109,0.0543285219717888,0.200777244031811,-100,0
72,0,0,8,98,0.0392946174348784,0.167045495460737,-100,0
72,0,0,6,121,0.0416655822170551,0.245290391353566,-100,0
72,0,0,2,100,0.041605991779589,0.197770856678928,-100,0
72,0,0,3,97,0.0571736370038627,0.169253305979574,-100,0
73,0,0,4,101,0.0397324862703225,0.169921086760087,-100,0
73,0,0,5,91,0.052010455513237,0.184414339563395,-100,0
73,0,0,10,114,0.052253795058208,0.198967381483536,-100,0
73,0,0,7,109,0.046725677610006,0.163646412236289,-100,0
73,0,0,1,101,0.0575280509496367,0.25604541307028,-100,0
73,0,0,9,106,0.0539418128166146,0.208790884291713,-100,0
73,0,0,8,94,0.0384635628586408,0.169145418626831,-100,0
73,0,0,6,97,0.0416078259857038,0.250107223659691,-100,0
73,0,0,2,85,0.040158852310517,0.201329348713924,-100,0
73,0,0,3,99,0.0558520105995003,0.166282725358873,-100,0
74,0,0,4,91,0.040158305375331,0.185242878515915,-100,0
74,0,0,5,80,0.0524431654270209,0.184776500882093,-100,0
74,0,0,10,118,0.0516148746876793,0.198055333178154,-100,0
74,0,0,7,88,0.0469717894452476,0.164237396326442,-100,0
74,0,0,1,112,0.0588411208744324,0.255453045947588,-100,0
74,0,0,9,79,0.0537011620208419,0.207599484202267,-100,0
74,0,0,8,102,0.0386780742158785,0.167865620324074,-100,0
74,0,0,6,101,0.0410843304352686,0.24668077630078,-100,0
74,0,0,2,92,0.0395875651393822,0.197815661777265,-100,0
74,0,0,3,111,0.0575773235051243,0.170043214734186,-100,0
75,0,0,4,91,0.0407474054329374,0.178564310944673,-100,0
75,0,0,5,112,0.053076456618461,0.180748431910449,-100,0
75,0,0,10,99,0.0517411585572989,0.195718256286566,-100,0
75,0,0,7,100,0.0477144866293552,0.165054525634538,-100,0
75,0,0,1,110,0.0598152920930785,0.257975418160077,-100,0
75,0,0,9,82,0.0532127336151961,0.208143047797814,-100,0
75,0,0,8,110,0.0382447142131102,0.170773651172857,-100,0
75,0,0,6,105,0.0393739493133518,0.257225219504549,-100,0
75,0,0,2,102,0.0386801885325774,0.213699362096644,-100,0
75,0,0,3,102,0.0576478384456725,0.172508574677166,-100,0
76,0,0,4,98,0.0412551017270303,0.18461928462352,-100,0
76,0,0,5,94,0.0524789344574142,0.176872207682756,-100,0
76,0,0,10,105,0.0505504068013082,0.197997481472206,-100,0
76,0,0,7,117,0.0474113977852043,0.164683695181835,-100,0
76,0,0,1,110,0.0626514128511397,0.266238448969257,-100,0
76,0,0,9,83,0.0536255657684128,0.199527385614614,-100,0
76,0,0,8,104,0.0397306030000262,0.173892854578702,-100,0
76,0,0,6,98,0.0403755308917694,0.247896167001165,-100,0
76,0,0,2,93,0.0385034479018683,0.216433513616799,-100,0
76,0,0,3,88,0.05586070350332,0.179493951417907,-100,0
77,0,0,4,113,0.0414094152888179,0.169522740604719,-100,0
77,0,0,5,109,0.0523149086841738,0.191968849354723,-100,0
77,0,0,10,90,0.0511039694149657,0.195385122061679,-100,0
77,0,0,7,110,0.0471047669468502,0.162113771530399,-100,0
77,0,0,1,127,0.062950481148197,0.270442090510145,-100,0
77,0,0,9,88,0.0537654213263706,0.195475256641324,-100,0
77,0,0,8,93,0.0403627373259492,0.174234860999948,-100,0
77,0,0,6,90,0.0422907348365331,0.24008816286828,-100,0
77,0,0,2,87,0.0394361321373276,0.211419100092576,-100,0
77,0,0,3,101,0.0551025995268851,0.184317714102688,-100,0
78,0,0,4,104,0.0431693875113617,0.18395538355488,-100,0
78,0,0,5,89,0.0535745379394718,0.198007119096081,-100,0
78,0,0,10,107,0.05062280921198,0.19377539050238,-100,0
78,0,0,7,105,0.046160499798653,0.165579792639707,-100,0
78,0,0,1,78,0.0613441717504594,0.26661512135692,-100,0
78,0,0,9,95,0.0551429908945814,0.194871412453808,-100,0
78,0,0,8,85,0.0408325588205901,0.176636631851086,-100,0
78,0,0,6,110,0.0409298672286355,0.247268734481215,-100,0
78,0,0,2,90,0.0383309925786541,0.224206849164756,-100,0
78,0,0,3,113,0.0556669452920775,0.189869048913915,-100,0
79,0,0,4,88,0.0431557075605945,0.184457738891404,-100,0
79,0,0,5,94,0.0507829780655594,0.200936646636174,-100,0
79,0,0,10,92,0.0504687347271748,0.195281472900537,-100,0
79,0,0,7,119,0.0460318860764466,0.166060195636683,-100,0
79,0,0,1,106,0.0612252747176792,0.265066377679918,-100,0
79,0,0,9,91,0.0557663897993965,0.197293619746352,-100,0
79,0,0,8,94,0.041870701240683,0.177551680918524,-100,0
79,0,0,6,99,0.043583982531656,0.229101559359901,-100,0
79,0,0,2,102,0.0374141881439133,0.229623894456627,-100,0
79,0,0,3,105,0.0551881789936218,0.175697040604573,-100,0
80,0,0,4,91,0.0445000612979779,0.194922834561814,-100,0
80,0,0,5,102,0.0516572325298251,0.199132237729912,-100,0
80,0,0,10,111,0.0490921784530332,0.19839537379997,-100,0
80,0,0,7,101,0.0459959904413249,0.169399089451748,-100,0
80,0,0,1,101,0.0615565781540259,0.262917196253928,-100,0
80,0,0,9,94,0.0554595031805255,0.196986742527584,-100,0
80,0,0,8,95,0.0416902461655457,0.173607197749855,-100,0
80,0,0,6,99,0.0430975614381558,0.234977757072775,-100,0
80,0,0,2,100,0.0382252031196497,0.219828833250451,-100,0
80,0,0,3,90,0.0540813435547789,0.16953306263843,-100,0
81,0,0,4,119,0.0431837338743747,0.181275249988308,-100,0
81,0,0,5,84,0.0517754244453071,0.198866838502592,-100,0
81,0,0,10,85,0.0511324116887179,0.191193242938372,-100,0
81,0,0,7,83,0.0453062547574066,0.175042403415508,-100,0
81,0,0,1,110,0.0585126786687385,0.252407770146524,-100,0
81,0,0,9,115,0.0556699732386518,0.195687303266578,-100,0
81,0,0,8,103,0.0433354241557027,0.184147535499319,-100,0
81,0,0,6,89,0.0420537173171965,0.231059846829188,-100,0
81,0,0,2,98,0.0385128855853095,0.218922402062164,-100,0
81,0,0,3,108,0.0540919209509356,0.176644247905417,-100,0
82,0,0,4,80,0.0437040284525085,0.19508807647144,-100,0
82,0,0,5,90,0.0496626717831618,0.211497384045778,-100,0
82,0,0,10,105,0.0533733478626384,0.192895622614703,-100,0
82,0,0,7,92,0.044378911810625,0.194010282789503,-100,0
82,0,0,1,102,0.0606144258342027,0.261027632954275,-100,0
82,0,0,9,88,0.0568816892643273,0.193935987652967,-100,0
82,0,0,8,93,0.0458480002663162,0.18995155817694,-100,0
82,0,0,6,99,0.0439942918270043,0.22230100980993,-100,0
82,0,0,2,88,0.0390862858596348,0.216425215786511,-100,0
82,0,0,3,109,0.05438003494085,0.171828936849457,-100,0
83,0,0,4,88,0.0441216037474816,0.20167809084544,-100,0
83,0,0,5,96,0.0499677625309181,0.205896455330847,-100,0
83,0,0,10,97,0.051694565400803,0.207900453622156,-100,0
83,0,0,7,110,0.043326569657192,0.209015762878287,-100,0
83,0,0,1,96,0.057977176563552,0.254077997094343,-100,0
83,0,0,9,110,0.0580494319203455,0.19418070459837,-100,0
83,0,0,8,86,0.046085641100914,0.186721961378896,-100,0
83,0,0,6,106,0.0420063112411905,0.238286510451831,-100,0
83,0,0,2,101,0.0363250943678589,0.233975279100883,-100,0
83,0,0,3,94,0.0558017672970689,0.170783973740851,-100,0
84,0,0,4,92,0.0439660319875061,0.202996460219133,-100,0
84,0,0,5,89,0.053202176280841,0.195566574782391,-100,0
84,0,0,10,96,0.0539195959583491,0.21572781996908,-100,0
84,0,0,7,91,0.0424452881311367,0.22277107405213,-100,0
84,0,0,1,108,0.0588720649674588,0.257285646079914,-100,0
84,0,0,9,96,0.059158321272509,0.19910332998001,-100,0
84,0,0,8,102,0.0464754131362362,0.183274247090508,-100,0
84,0,0,6,106,0.0407508106748202,0.242673257633878,-100,0
84,0,0,2,92,0.0368238135758412,0.228319689291028,-100,0
84,0,0,3,113,0.0555667980800794,0.1704642555025,-100,0
85,0,0,4,116,0.0441346203588042,0.201213049026486,-100,0
85,0,0,5,109,0.052271111335291,0.193950936549917,-100,0
85,0,0,10,101,0.0533825633745808,0.217042804202254,-100,0
85,0,0,7,96,0.0411591154325618,0.229323322477471,-100,0
85,0,0,1,89,0.0598114839870365,0.261952845539766,-100,0
85,0,0,9,99,0.0581267336181049,0.197352578781653,-100,0
85,0,0,8,99,0.0465088127630491,0.182898266852504,-100,0
85,0,0,6,99,0.0396485102218585,0.250611186203805,-100,0
85,0,0,2,91,0.0364258883802628,0.232456943354937,-100,0
85,0,0,3,80,0.0549085417941571,0.166896577789424,-100,0
86,0,0,4,111,0.044378597807987,0.209532091334061,-100,0
86,0,0,5,110,0.0522999100826441,0.188729641744994,-100,0
86,0,0,10,113,0.0519681123285274,0.219853969159244,-100,0
86,0,0,7,113,0.0394937813457478,0.246579723651646,-100,0
86,0,0,1,109,0.0606358758419486,0.264919621263419,-100,0
86,0,0,9,91,0.0576688061423809,0.197613596470006,-100,0
86,0,0,8,117,0.0465179337824586,0.182998701854177,-100,0
86,0,0,6,93,0.0398447000285025,0.244053319846882,-100,0
86,0,0,2,105,0.0352000496716231,0.238038240276608,-100,0
86,0,0,3,109,0.0557522178302568,0.175242991867556,-100,0
87,0,0,4,106,0.0437260387119978,0.211503884379166,-100,0
87,0,0,5,87,0.0533958510981503,0.186732876010562,-100,0
87,0,0,10,99,0.0518025971978076,0.220994002775957,-100,0
87,0,0,7,87,0.0391887450933156,0.254544740296893,-100,0
87,0,0,1,99,0.0569890693382488,0.249742447967143,-100,0
87,0,0,9,97,0.0575886282094003,0.201057687434223,-100,0
87,0,0,8,96,0.0457009704173225,0.177028220820421,-100,0
87,0,0,6,100,0.0362359243731383,0.266146882834053,-100,0
87,0,0,2,99,0.0373590834522614,0.229295945754094,-100,0
